Combo,SKU1,SKU2,SKU3,SKU4,SKU5,SKU6,SKU7,SKU8,Status
Caaju_Compression_Travelkit_Cream,CSTE_0429_Org_Compression_Kit_Cream,CSTE_O0390_OT_Toiletry_Bottles,NA,NA,NA,NA,NA,NA,Combo
Caaju_Compression_Travelkit_Blue,CSTE_0430_Org_Compression_Kit_Blue,CSTE_O0390_OT_Toiletry_Bottles,NA,NA,NA,NA,NA,NA,Combo
Caaju_6pc_travelkit_Pink,CSTE_0424_Org_6Pcs_Travel_Pink,CSTE_O0390_OT_Toiletry_Bottles,NA,NA,NA,NA,NA,NA,Combo
Caaju_6pc_travelkit_Red,CSTE_0425_Org_6Pcs_Travel_Red,CSTE_O0390_OT_Toiletry_Bottles,NA,NA,NA,NA,NA,NA,Combo
Caaju_6pc_travelkit_Maroon,CSTE_0428_Org_6Pcs_Travel_Maroon,CSTE_O0390_OT_Toiletry_Bottles,NA,NA,NA,NA,NA,NA,Combo
Compression_kit_blk,CSTE_0474_Organizer_Compression_Kit_Black,CSTE_O0390_OT_Toiletry_Bottles,NA,NA,NA,NA,NA,NA,Combo
CSTE_0502_ST_Minecraft_Pickaxe_Foam,CSTE_0502_ST_Minecraft_Pickaxe_Foam,CSTE_0471_ST_Minecraft_Sword_Big,NA,NA,NA,NA,NA,NA,Combo
Caaju_DS_Clipe_Rope_Pack2,CSTE_AMZ001_OT_Clip_Rope,CSTE_AMZ001_OT_Clip_Rope,NA,NA,NA,NA,NA,NA,Combo
clip rope pack of 2,CSTE_AMZ001_OT_Clip_Rope,CSTE_AMZ001_OT_Clip_Rope,NA,NA,NA,NA,NA,NA,Combo
cliperope_packof2,CSTE_AMZ001_OT_Clip_Rope,CSTE_AMZ001_OT_Clip_Rope,NA,NA,NA,NA,NA,NA,Combo
nylon _ rope 02,CSTE_AMZ002_OT_Rope_Nylon,CSTE_AMZ002_OT_Rope_Nylon,NA,NA,NA,NA,NA,NA,Combo
nylon_rope_3,CSTE_AMZ002_OT_Rope_Nylon,CSTE_AMZ002_OT_Rope_Nylon,CSTE_AMZ002_OT_Rope_Nylon,NA,NA,NA,NA,NA,Combo
PILLOW_PACK3,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,NA,NA,NA,NA,NA,Combo
PILLOW_PACK5,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,NA,NA,NA,Combo
PILLOW_PACK-4,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,NA,NA,NA,NA,Combo
PILLOW_PACKOF2,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,NA,NA,NA,NA,NA,NA,Combo
PILLOW_PACK4,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,NA,NA,NA,NA,Combo
PILLOW_PACK2,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,NA,NA,NA,NA,NA,NA,Combo
White_cushion fillers_5P,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,CSTE_O0043_OT_CushionFiller,NA,NA,NA,Combo
FLY_PENCIL_6_SET_MULTI,CSTE_O0061_OT_FlyingPencilSet_Blue,CSTE_O0061_OT_FlyingPencilSet_Blue,CSTE_O0061_OT_FlyingPencilSet_Blue,CSTE_O0061_OT_FlyingPencilSet_Blue,CSTE_O0061_OT_FlyingPencilSet_Blue,CSTE_O0061_OT_FlyingPencilSet_Blue,NA,NA,Combo
Nit-v-Combo_Box_06,CSTE_0020_MB_HP_Black,CSTE_0014_MB_HBD_Brown,NA,NA,NA,NA,NA,NA,Combo
Nit-v-Combo_Box_04,CSTE_0020_MB_HP_Black,CSTE_0024_MB_BeautyandBeast_Brown,NA,NA,NA,NA,NA,NA,Combo
Nit-v-Combo_Box_03,CSTE_0043_MB_Lalaland_Brown,CSTE_0024_MB_BeautyandBeast_Brown,NA,NA,NA,NA,NA,NA,Combo
Nit-v-Combo_Box_02,CSTE_0043_MB_Lalaland_Brown,CSTE_0014_MB_HBD_Brown,NA,NA,NA,NA,NA,NA,Combo
CTLG-01,CSTE_0217_SG_ThugLife_Thin,CSTE_0218_SG_ThugLife_Big,NA,NA,NA,NA,NA,NA,Combo
CTLG-02,CSTE_0217_SG_ThugLife_Thin,CSTE_0217_SG_ThugLife_Thin,NA,NA,NA,NA,NA,NA,Combo
Caaju_Storagebox_Blue_2pk,CSTE_0397_Organizer_StorageBox_Blue,CSTE_0397_Organizer_StorageBox_Blue,NA,NA,NA,NA,NA,NA,Combo
Caaju_Storagebox_Blue_3pk,CSTE_0397_Organizer_StorageBox_Blue,CSTE_0397_Organizer_StorageBox_Blue,CSTE_0397_Organizer_StorageBox_Blue,NA,NA,NA,NA,NA,Combo
Caaju_Storagebox_Blue_4pk,CSTE_0397_Organizer_StorageBox_Blue,CSTE_0397_Organizer_StorageBox_Blue,CSTE_0397_Organizer_StorageBox_Blue,CSTE_0397_Organizer_StorageBox_Blue,NA,NA,NA,NA,Combo
Caaju_Storagebox_Blue_5pk,CSTE_0397_Organizer_StorageBox_Blue,CSTE_0397_Organizer_StorageBox_Blue,CSTE_0397_Organizer_StorageBox_Blue,CSTE_0397_Organizer_StorageBox_Blue,CSTE_0397_Organizer_StorageBox_Blue,NA,NA,NA,Combo
Caaju_Storagebox_Blue_6pk,CSTE_0397_Organizer_StorageBox_Blue,CSTE_0397_Organizer_StorageBox_Blue,CSTE_0397_Organizer_StorageBox_Blue,CSTE_0397_Organizer_StorageBox_Blue,CSTE_0397_Organizer_StorageBox_Blue,CSTE_0397_Organizer_StorageBox_Blue,NA,NA,Combo
Caaju_26Lstoragebox_grey_2pk,CSTE_0409_Orgn_Storage_26Ltr_Grey,CSTE_0409_Orgn_Storage_26Ltr_Grey,NA,NA,NA,NA,NA,NA,Combo
Caaju_26Lstoragebox_grey_3pk,CSTE_0409_Orgn_Storage_26Ltr_Grey,CSTE_0409_Orgn_Storage_26Ltr_Grey,CSTE_0409_Orgn_Storage_26Ltr_Grey,NA,NA,NA,NA,NA,Combo
Caaju_26Lstoragebox_grey_4pk,CSTE_0409_Orgn_Storage_26Ltr_Grey,CSTE_0409_Orgn_Storage_26Ltr_Grey,CSTE_0409_Orgn_Storage_26Ltr_Grey,CSTE_0409_Orgn_Storage_26Ltr_Grey,NA,NA,NA,NA,Combo
Caaju_24grid_Beige_2pk,CSTE_0530_Organizer_Storage_Grid_24_Cream,CSTE_0530_Organizer_Storage_Grid_24_Cream,NA,NA,NA,NA,NA,NA,Combo
Caaju_24grid_Grey_2pk,CSTE_0529_Organizer_Storage_Grid_24_Grey,CSTE_0529_Organizer_Storage_Grid_24_Grey,NA,NA,NA,NA,NA,NA,Combo
XEXY_0001_Accs_Bamboo_Socks_Pink_2Pack,XEXY_0001_Accs_Bamboo_Xocks_Pink,XEXY_0001_Accs_Bamboo_Xocks_Pink,NA,NA,NA,NA,NA,NA,Combo
XEXY_0001_Accs_Bamboo_Socks_Pink_3Pack,XEXY_0001_Accs_Bamboo_Xocks_Pink,XEXY_0001_Accs_Bamboo_Xocks_Pink,XEXY_0001_Accs_Bamboo_Xocks_Pink,NA,NA,NA,NA,NA,Combo
XEXY_0001_Accs_Bamboo_Socks_Pink_6Pack,XEXY_0001_Accs_Bamboo_Xocks_Pink,XEXY_0001_Accs_Bamboo_Xocks_Pink,XEXY_0001_Accs_Bamboo_Xocks_Pink,XEXY_0001_Accs_Bamboo_Xocks_Pink,XEXY_0001_Accs_Bamboo_Xocks_Pink,XEXY_0001_Accs_Bamboo_Xocks_Pink,NA,NA,Combo
